Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
96	727	00:00.0	2021	100755	CI	1974	51	6	570.26	6	NULL	1905	1	47
48	728	00:00.0	2021	100756	CI	1972	53	6	1284.12	6	CI	1905	1	49
49	728	00:00.0	2021	100756	CI	1972	53	6	1284.12	6	CI	1905	1	49
167	728	00:00.0	2013	NULL	CI	1972	53	6	1284.12	6	CI	1905	1	41
313	734	00:00.0	2016	NULL	CI	1973	52	6	509.07	6	NULL	1905	1	43
311	734	00:00.0	2016	NULL	CI	1973	52	6	509.07	6	NULL	1905	1	43
401	737	00:00.0	2018	NULL	CI	1973	52	8	328.81	8	NULL	1905	1	45
355	738	00:00.0	2017	NULL	CI	1973	52	6	376.52	6	NULL	1905	1	44
391	739	00:00.0	2017	NULL	CI	1973	52	6	331.71	6	NULL	1905	1	44
178	743	00:00.0	2014	NULL	CI	1973	52	6	252.02	6	NULL	1905	1	41
165	744	00:00.0	2013	NULL	CI	1973	52	6	543.65	6	NULL	1905	1	40
442	744	00:00.0	2018	NULL	CI	1973	52	6	543.65	6	NULL	1905	1	45
107	746	00:00.0	2022	100775	CI	1973	52	3	325.65	3	CI	1905	1	49
282	795	00:00.0	2015	NULL	PVC	1983	42	6	564.35	6	PVC	1900	1	32
283	796	00:00.0	2015	NULL	PVC	1983	42	6	379.76	6	PVC	1900	1	32
459	826	00:00.0	2019	NULL	PVC900	1996	29	6	473.74	6	PVC900	1900	1	23
301	827	00:00.0	2016	NULL	PVC	1990	35	4	104.42	4	PVC	1900	1	26
198	836	00:00.0	2014	NULL	PVC900	1998	27	8	202.64	8	PVC900	1900	1	16
34	837	00:00.0	2020	100866	PVC900	1991	34	6	714.54	6	PVC900	1900	1	29
132	851	00:00.0	2022	100880	PVC	1992	33	4	217.73	4	PVC	1900	1	30
460	856	00:00.0	2019	NULL	CI	1974	51	6	1095.93	6	NULL	1905	1	45
438	862	00:00.0	2018	NULL	PVC	1976	49	6	313.35	6	NULL	1905	1	42
361	862	00:00.0	2017	NULL	PVC	1976	49	6	313.35	6	NULL	1905	1	41
229	864	00:00.0	2014	NULL	CI	1973	52	3	308.38	3	NULL	1905	1	41
342	869	00:00.0	2016	NULL	CI	1973	52	4	217.23	4	NULL	1905	1	43
383	870	00:00.0	2017	NULL	PVC	1976	49	3	422.86	3	NULL	1905	1	41
390	873	00:00.0	2017	NULL	PVC	1976	49	3	193.66	3	NULL	1905	1	41
446	873	00:00.0	2018	NULL	PVC	1976	49	3	193.66	3	NULL	1905	1	42
331	874	00:00.0	2016	NULL	PVC	1976	49	3	382.19	3	NULL	1905	1	40
170	875	00:00.0	2013	NULL	PVC	1978	47	6	793.34	6	NULL	1905	1	35
46	880	00:00.0	2020	100910	CI	1973	52	4	330.2	4	CI	1905	1	47
42	890	00:00.0	2020	100920	CI	1973	52	3	211.14	3	CI	1900	1	47
403	891	00:00.0	2018	NULL	CI	1973	52	6	1181.65	6	Cast Iron	1900	1	45
176	894	00:00.0	2014	NULL	CI	1973	52	4	56.67	4	Cast Iron	1900	1	41
393	898	00:00.0	2017	NULL	CI	1972	53	8	840.95	8	Cast Iron	1900	1	45
175	903	00:00.0	2014	NULL	CI	1972	53	3	303.84	3	Cast Iron	1900	1	42
97	904	00:00.0	2021	100934	CI	1972	53	3	387.59	3	Cast Iron	1900	1	49
453	904	00:00.0	2018	NULL	CI	1972	53	3	387.59	3	Cast Iron	1900	1	46
356	906	00:00.0	2017	NULL	CI	1972	53	3	331.83	3	Cast Iron	1900	1	45
291	913	00:00.0	2015	NULL	CI	1972	53	3	352.31	3	Cast Iron	1900	1	43
451	920	00:00.0	2018	NULL	PVC	1975	50	8	1607.03	8	NULL	1905	1	43
122	929	00:00.0	2022	100961	PVC900	1995	30	8	1503.25	8	PVC900	1900	1	27
276	948	00:00.0	2015	NULL	PVC	1981	44	6	1126.78	6	NULL	1905	1	34
262	949	00:00.0	2015	NULL	PVC	1981	44	6	1572.43	6	NULL	1905	1	34
